Date,Fund_Returns,Market_Returns
2025-01-01,0.012489879216259025,0.005169698053168356
2025-01-02,0.002457694716204095,-0.0008302843670134209
2025-01-03,0.0025893811390019974,0.006596271900624102
2025-01-06,0.014948070543824677,0.014867469902554933
2025-01-07,0.0021994566190715733,-0.0017363509458254683
2025-01-08,-0.004019717079949121,-0.0017361958124415525
2025-01-09,0.018455131283635094,0.015398348965757204
2025-01-10,0.011059459306116917,0.007727767050521931
2025-01-13,-0.007156426986153517,-0.003959925495590392
2025-01-14,0.006094751470355996,0.005602900999936288
2025-01-15,-0.014382949535695971,-0.0039026951249848795
2025-01-16,-0.007424466422931592,-0.003924542045632008
2025-01-17,0.0023623036585209405,0.002762519037704766
2025-01-20,-0.023173969347072738,-0.01760260850858577
2025-01-21,-0.012144366176227831,-0.015822751012559696
2025-01-22,-0.009706094308459708,-0.004836927265540141
2025-01-23,-0.011270542679159876,-0.009094164039923167
2025-01-24,0.0043209452596014945,0.003445548662663677
2025-01-27,-0.004255581830003402,-0.008103830553411155
2025-01-28,-0.018559200700127926,-0.012868825128913887
2025-01-29,0.01954046562336944,0.014325269590241921
2025-01-30,-0.0016716358063759373,-0.0016571950345936834
2025-01-31,-0.001746714811005408,0.0011142720336437353
2025-02-03,-0.012710519150520534,-0.012986414458135063
2025-02-04,-0.004388490313091246,-0.004667742763571723
2025-02-05,-9.471637150694555e-05,0.0015243104303031827
2025-02-06,-0.011100740680412087,-0.01039967654699517
2025-02-07,0.0033342472346666726,0.004026203064056298
2025-02-10,-0.0052426491897118645,-0.005199311671412367
2025-02-11,-0.00030349880822387815,-0.0022800563843270545
2025-02-12,-0.0006158118110881844,-0.005209402588745809
2025-02-13,0.01599672685359719,0.017978574173050696
2025-02-14,0.007220990306415646,0.00034865369031146867
2025-02-17,-0.016499513225048616,-0.00951823837028245
2025-02-18,0.008714329772036978,0.00824850933192805
2025-02-19,-0.010193594819551696,-0.011059697693508496
2025-02-20,0.003698831348221649,0.002449765941610102
2025-02-21,-0.02168731834445763,-0.018040951664913183
2025-02-24,-0.01381786268028554,-0.012073988024562098
2025-02-25,0.0011362303706374656,0.0023363543079709375
2025-02-26,0.006462171267714745,0.007454043769762767
2025-02-27,0.005100058074245626,0.002095468528452083
2025-02-28,0.0005652993183141704,-0.0006165830764918645
2025-03-03,-0.0046692816802820225,-0.002368972014422931
2025-03-04,-0.01189146116884764,-0.013494529146853984
2025-03-05,-0.005871317608994779,-0.006325697945675783
2025-03-06,-0.001584757820961203,-0.0038764367816453782
2025-03-07,0.013613754329426651,0.010465056604669815
2025-03-10,0.0016033446969297236,0.003723078119517365
2025-03-11,-0.01944662722597526,-0.01618297310420407
2025-03-12,0.006365146990887296,0.003538496143766531
2025-03-13,-0.001437211308709485,-0.0031624950533781374
2025-03-14,-0.006458919535675283,-0.005920121201659364
2025-03-17,0.00737018108404868,0.006255988130289938
2025-03-18,0.015383356059155362,0.010218220256014151
2025-03-19,0.008459329392375637,0.009275960462333584
2025-03-20,-0.00635679432404023,-0.00745366974643336
2025-03-21,-0.003207950400385203,-0.002445591840972909
2025-03-24,0.003400385526644985,0.0036063356831323844
2025-03-25,0.014243517421069631,0.009694225472928527
2025-03-26,-0.0017378737820424929,-0.004051580480979352
2025-03-27,0.001275427974974991,-0.001278121955663825
2025-03-28,-0.006744542286487491,-0.009977692409356163
2025-03-31,-0.01172438614708233,-0.010826899680829461
2025-04-01,0.011236219196987952,0.008153837832880775
2025-04-02,0.013762398777624479,0.013291454168010234
2025-04-03,0.0009154103205734866,-0.0002042412151705554
2025-04-04,0.010663689081252193,0.009958685048670014
2025-04-07,0.004707218880905648,0.0038933297168974946
2025-04-08,-0.004187964000289953,-0.005619618225738718
2025-04-09,0.001822058470216117,0.0038910579657864324
2025-04-10,0.02321964505135157,0.015009269984021259
2025-04-11,-0.0028981764439005254,0.00013766622638545627
2025-04-14,0.013081464640606198,0.015260683346614764
2025-04-15,-0.02293912736026266,-0.024278073965954106
2025-04-16,0.011679233791170031,0.008242439149469115
2025-04-17,0.0035134190207716477,0.001298707958031442
2025-04-18,-0.0004859298100660047,-0.002349163414927446
2025-04-21,0.001558047056666939,0.001343248314844441
2025-04-22,-0.02284206551561625,-0.018304570458225727
2025-04-23,-0.0014016555977377483,-0.0015995137568457056
2025-04-24,0.0022218345155608278,0.0038505870986006562
2025-04-25,0.019075460314940527,0.014440976570795535
2025-04-28,-0.005207242644292478,-0.0044210027719639305
2025-04-29,-0.010360715741872004,-0.0071633559875309005
2025-04-30,-0.005584687364738035,-0.004264967937736954
2025-05-01,0.01145817964480084,0.00912592745141035
2025-05-02,0.0022843382944601745,0.003582596474033509
2025-05-05,-0.007453233424587312,-0.0045295729297612644
2025-05-06,0.006745313222356648,0.005326111847927687
2025-05-07,0.0024234555989335726,0.0013934870956994595
2025-05-08,0.009114254543094962,0.00962902531068526
2025-05-09,-0.008137930075487,-0.006157587715105799
2025-05-12,-0.002031982145273349,-0.002619925787906964
2025-05-13,-0.007993760980717583,-0.003228883310339957
2025-05-14,-0.019002045098234735,-0.013352725926606591
2025-05-15,0.0014578515201270808,0.003274264087891947
2025-05-16,0.0026839763130895892,0.0029429309355842826
2025-05-19,0.0016752733137299623,0.0005245080998185577
2025-05-20,0.00285148837323474,-0.0017404495798315912
2025-05-21,-0.011367165018642664,-0.012897805939603617
2025-05-22,-0.004233099038332478,-0.0034985342173796544
2025-05-23,-0.0029792208520014163,-0.002762157314600837
2025-05-26,-0.010853701943543586,-0.007104617155525301
2025-05-27,-0.0010918611524305584,-0.0010478162491535565
2025-05-28,0.00393338179206498,0.004294112205311319
2025-05-29,0.02126438471851082,0.018298971979902285
2025-05-30,-0.00014810961756439112,0.002125795751842714
2025-06-02,0.004955629592721722,0.002909812918761731
2025-06-03,0.0046967383774982625,-0.00022725730681574156
2025-06-04,-0.019643457283875895,-0.01765449330420394
2025-06-05,0.0016325443059528948,0.00022565790215058756
2025-06-06,0.0034426405818091363,0.0010453124651803557
2025-06-09,0.024982126631890127,0.023751640649681396
2025-06-10,-0.0006507221775981864,-0.001341449790835611
2025-06-11,0.003816809491378141,0.003325545034501898
2025-06-12,0.0005897130025143821,0.00014819508259397756
2025-06-13,-0.013939161232032675,-0.01056677898896763
2025-06-16,0.012598583563188373,0.011274851046967764
2025-06-17,0.010027013565810877,0.007581289787132642
2025-06-18,0.013435534141798832,0.00795073980113018
2025-06-19,-0.00578791788312182,-0.008116713276626922
2025-06-20,0.02200542075959026,0.013731350788023095
2025-06-23,-0.016344932700765674,-0.012770056978452262
2025-06-24,0.009490215026024025,0.006021468780939121
2025-06-25,0.023987976353150958,0.021174050632674617
2025-06-26,-0.0027555692801697687,-0.008883498026922454
2025-06-27,-0.007789154783360461,-0.004874820097200362
2025-06-30,-0.0009662394719527998,0.0014178073684404865
2025-07-01,-0.006478189767877637,-0.004281207280834654
2025-07-02,-0.022164416971637502,-0.014176201687249299
2025-07-03,-0.0003004703837083322,0.0011240496922031024
2025-07-04,-0.012789795235236207,-0.009561636107165329
2025-07-07,0.006039083665255093,0.004951218312845111
2025-07-08,-0.007837229357635644,-0.008211551927911816
2025-07-09,0.022662293696781168,0.015121693990973586
2025-07-10,-0.004504741889122933,-0.0069248574705747246
2025-07-11,-0.004521733384742846,-0.002567004805040295
2025-07-14,0.006268833585735129,0.00816320563486698
2025-07-15,-0.010601375128067213,-0.011154384091480089
2025-07-16,-0.001151262799699031,0.0026254848340245525
2025-07-17,0.01999788189923956,0.012827528532945168
2025-07-18,-0.012350473384464336,-0.014713098364362083
2025-07-21,0.0010841813156479696,0.0022208164521860404
2025-07-22,-0.0020517816934199433,0.0029318520604972465
2025-07-23,0.013033439213625129,0.00786372221913727
2025-07-24,-0.012574803607545865,-0.011211895113195106
2025-07-25,-0.009183244357304127,-0.012000951721208212
2025-07-28,0.0010459547028526172,0.005408074695940519
2025-07-29,0.0018418687970129723,0.003282431863950444
2025-07-30,0.003263001694301681,0.002843125430529437
